title,images,serviceCategory,type,description,price,stateAbbreviation,city,phoneNumber,averageRating,numberOfReviews
Floralia,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/floralia/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/floralia/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/floralia/image_3.jpg']",Esthetician,Skincare and Beauty,Expert esthetician offering personalized skincare treatments and beauty consultations.,200,,,· +212 664-324677,3.8,34
Coiffure Hakim,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffure_hakim/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffure_hakim/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffure_hakim/image_3.jpg']",Esthetician,Esthetician Services,Expert esthetician services for radiant skin and rejuvenating treatments.,200,,,· +212 660-639260,3.4,41
NEFERTITI Beauty Center Sidi Maarouf Casablanca,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nefertiti_beauty_center_sidi_maarouf_casablanca/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nefertiti_beauty_center_sidi_maarouf_casablanca/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nefertiti_beauty_center_sidi_maarouf_casablanca/image_3.jpg']",Esthetician,Beauty Spa,Experience luxurious beauty treatments in a serene atmosphere at Nefertiti Beauty Center.,200,,,· +212 675-035046,5.0,147
Ihsane Cherqaoui Gérant De Coiffure Pour Homme Et Femme Soyer Le Bienvenue,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/ihsane_cherqaoui_g_rant_de_coiffure_pour_homme_et_femme_soyer_le_bienvenue/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/ihsane_cherqaoui_g_rant_de_coiffure_pour_homme_et_femme_soyer_le_bienvenue/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/ihsane_cherqaoui_g_rant_de_coiffure_pour_homme_et_femme_soyer_le_bienvenue/image_3.jpg']",Esthetician,Hair Salon,Expert hairdressing services for both men and women in a welcoming environment.,200,,,· +212 5263-40123,3.0,11
Free Look : Salon de Coiffure & Esthétique Marrakech,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/free_look___salon_de_coiffure___esth_tique_marrakech/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/free_look___salon_de_coiffure___esth_tique_marrakech/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/free_look___salon_de_coiffure___esth_tique_marrakech/image_3.jpg']",Esthetician,Beauty Salon,Expert hair and beauty services in a relaxing Marrakech setting.,200,,,· +212 611-123582,4.7,26
Asmaa Hair stylist,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/asmaa_hair_stylist/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/asmaa_hair_stylist/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/asmaa_hair_stylist/image_3.jpg']",Esthetician,Hair Salon,Talented hair stylist offering personalized cuts and styles for every occasion.,200,CAS,Casablanca,· +212 656-265265,3.5,101
Said hairstyle,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/said_hairstyle/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/said_hairstyle/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/said_hairstyle/image_3.jpg']",Esthetician,Hair Styling,Expertly crafted hairstyles to enhance your unique look and confidence.,200,CAS,Casablanca,nan,3.0,48
Charaf coiffure - Hommes,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/charaf_coiffure_-_hommes/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/charaf_coiffure_-_hommes/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/charaf_coiffure_-_hommes/image_3.jpg']",Esthetician,Men's Hair Salon,Expert haircuts and styling services for men in a welcoming environment.,200,,,nan,4.8,96
Jean Louis David - Kénitra,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jean_louis_david_-_k_nitra/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jean_louis_david_-_k_nitra/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jean_louis_david_-_k_nitra/image_3.jpg']",Esthetician,Esthetician,Expert esthetician services offering skincare treatments and beauty enhancements.,200,RAB,Kenitra,· +212 5373-71274,4.2,21
BARBER STAR CASABLANCA,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_star_casablanca/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_star_casablanca/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_star_casablanca/image_3.jpg']",Esthetician,Barber Shop,Expert barbering and grooming services for a stylish look in Casablanca.,200,CAS,Casablanca,· +212 668-366861,3.1,144
The Queen Beauty Institute Marrakech,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/the_queen_beauty_institute_marrakech/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/the_queen_beauty_institute_marrakech/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/the_queen_beauty_institute_marrakech/image_3.jpg']",Esthetician,Beauty Spa,Expert esthetician services focused on enhancing your natural beauty in a relaxing environment.,200,,,· +212 612-121218,3.6,150
Salon La Rose de Coiffure & Esthétique,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_la_rose_de_coiffure___esth_tique/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_la_rose_de_coiffure___esth_tique/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_la_rose_de_coiffure___esth_tique/image_3.jpg']",Esthetician,Salon,Relax and rejuvenate with our expert esthetician services and hair care.,200,,,· +212 5243-17337,5.0,73
Salon Oscar - Salon De Coiffure Pour Homme Et Femme a Casablanca,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_oscar_-_salon_de_coiffure_pour_homme_et_femme_a_casablanca/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_oscar_-_salon_de_coiffure_pour_homme_et_femme_a_casablanca/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_oscar_-_salon_de_coiffure_pour_homme_et_femme_a_casablanca/image_3.jpg']",Esthetician,Hair Salon,Expert haircuts and styling for both men and women in a chic environment.,200,CAS,Casablanca,· +212 5222-60388,3.7,52
"Viva Therapie Coiffeur, Esthétique","['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/viva_therapie_coiffeur__esth_tique/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/viva_therapie_coiffeur__esth_tique/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/viva_therapie_coiffeur__esth_tique/image_3.jpg']",Esthetician,Beauty Salon,Expert hair and beauty treatments for a rejuvenating experience.,200,CAS,Casablanca,· +212 661-412500,3.8,58
Khalid Barbier : gommage~Soin de visage,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/khalid_barbier___gommage_soin_de_visage/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/khalid_barbier___gommage_soin_de_visage/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/khalid_barbier___gommage_soin_de_visage/image_3.jpg']",Esthetician,Facial Spa,Revitalize your skin with Khalid's exfoliating gommage and rejuvenating facial treatments.,200,,,· +212 639-507097,3.5,110
HAIR SALON Mohamed PHILIPS,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hair_salon_mohamed_philips/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hair_salon_mohamed_philips/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hair_salon_mohamed_philips/image_3.jpg']",Esthetician,Hair Salon,Expert hair styling and treatment services with personalized care.,200,SOU,Agadir,nan,3.9,37
Le Boudoir de Paris,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/le_boudoir_de_paris/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/le_boudoir_de_paris/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/le_boudoir_de_paris/image_3.jpg']",Esthetician,Spa,Experience luxurious skincare and beauty treatments in an elegant Parisian atmosphere.,200,CAS,Casablanca,· +212 706-080608,4.2,59
Salon coiffeur copenhagen,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_coiffeur_copenhagen/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_coiffeur_copenhagen/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_coiffeur_copenhagen/image_3.jpg']",Esthetician,Hair Salon,Expert hair styling and beauty services in the heart of Copenhagen.,200,CAS,Casablanca,nan,4.7,51
Salon 114,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_114/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_114/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_114/image_3.jpg']",Esthetician,Esthetician,Expert esthetician services for radiant skin and wellness.,200,,,· +212 665-351737,3.2,92
Zy Beauty Spa : Salon de Coiffure & Esthétique,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/zy_beauty_spa___salon_de_coiffure___esth_tique/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/zy_beauty_spa___salon_de_coiffure___esth_tique/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/zy_beauty_spa___salon_de_coiffure___esth_tique/image_3.jpg']",Esthetician,Beauty Spa,Experience rejuvenating beauty treatments in a serene spa environment.,200,ORI,Nador,· +212 5363-36039,4.9,94
Dot Beauty By Sofia,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/dot_beauty_by_sofia/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/dot_beauty_by_sofia/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/dot_beauty_by_sofia/image_3.jpg']",Esthetician,Esthetician,Expert skincare and beauty treatments tailored to enhance your natural glow.,200,CAS,Casablanca,· +212 619-467009,4.7,15
Salon Dalida,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_dalida/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_dalida/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_dalida/image_3.jpg']",Esthetician,Esthetician,"Expert esthetician services offering facials, skincare treatments, and relaxation for a rejuvenated you.",200,,,· +212 5244-49606,4.1,116
Coiffeur Haj Jamal,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_haj_jamal/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_haj_jamal/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_haj_jamal/image_3.jpg']",Esthetician,Hair Salon,Expert hair care and styling services by Coiffeur Haj Jamal for all your beauty needs.,200,CAS,Casablanca,· +212 661-760807,3.0,15
Sweetest barbér marrakech,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/sweetest_barb_r_marrakech/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/sweetest_barb_r_marrakech/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/sweetest_barb_r_marrakech/image_3.jpg']",Esthetician,Barber Shop,Experience the ultimate grooming and aesthetic services in the heart of Marrakech.,200,,,+212 525-056141,3.8,41
Jean Louis David Rabat,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jean_louis_david_rabat/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jean_louis_david_rabat/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jean_louis_david_rabat/image_3.jpg']",Esthetician,Skincare,Expert esthetician services specializing in skincare and beauty treatments.,200,RAB,Rabat,+212 5376-51665,3.6,63
Le Clap,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/le_clap/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/le_clap/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/le_clap/image_3.jpg']",Esthetician,Esthetician,Expert esthetician services for skin rejuvenation and beauty treatments.,200,CAS,Casablanca,· +212 5222-09022,3.2,73
Hivernage BarBer shop H&F,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hivernage_barber_shop_h_f/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hivernage_barber_shop_h_f/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hivernage_barber_shop_h_f/image_3.jpg']",Esthetician,Hair Salon,Expert haircuts and grooming services for all styles and preferences.,200,,,· +212 659-246511,4.3,98
Salon de coiffure,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_de_coiffure/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_de_coiffure/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_de_coiffure/image_3.jpg']",Esthetician,Hair Salon,Expert hair styling and grooming services tailored to your needs.,200,CAS,Casablanca,nan,3.3,106
MC Maîtres Coiffeurs,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/mc_ma_tres_coiffeurs/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/mc_ma_tres_coiffeurs/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/mc_ma_tres_coiffeurs/image_3.jpg']",Esthetician,Hair Salon,Expert hair styling and grooming services by skilled stylists.,200,CAS,Casablanca,· +212 680-670440,4.1,115
Centre palm beauté & esthétique,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/centre_palm_beaut____esth_tique/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/centre_palm_beaut____esth_tique/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/centre_palm_beaut____esth_tique/image_3.jpg']",Esthetician,Esthetician,Revitalize your beauty with personalized skincare and aesthetic treatments at Centre Palm Beauté & Esthétique.,200,CAS,Casablanca,· +212 5229-35795,4.9,26
Raydo,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/raydo/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/raydo/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/raydo/image_3.jpg']",Esthetician,Esthetician Service,Expert esthetician services focusing on skincare and beauty treatments tailored to your needs.,200,,,+212 5229-96478,4.2,65
JODEE Maison du soin pour Madame,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jodee_maison_du_soin_pour_madame/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jodee_maison_du_soin_pour_madame/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/jodee_maison_du_soin_pour_madame/image_3.jpg']",Esthetician,Esthetician,"Luxurious beauty treatments tailored for women, focusing on skin and wellness.",200,CAS,Casablanca,· +212 520-034531,3.1,86
Bilal Coiffe,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/bilal_coiffe/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/bilal_coiffe/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/bilal_coiffe/image_3.jpg']",Esthetician,Esthetician Services,Expert skin care and beauty services tailored to enhance your natural radiance.,200,CAS,Casablanca,· +212 663-313103,3.5,32
Institut A Coeur,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/institut_a_coeur/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/institut_a_coeur/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/institut_a_coeur/image_3.jpg']",Esthetician,Skincare Services,Expert esthetician services focused on skincare and beauty treatments.,200,,,· +212 5244-33977,3.5,28
Salon Laetitia,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_laetitia/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_laetitia/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_laetitia/image_3.jpg']",Esthetician,Esthetician Services,Relax and rejuvenate with expert esthetician services at Salon Laetitia.,200,CAS,Casablanca,· +212 5222-55258,3.8,46
Hair Mermaid,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hair_mermaid/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hair_mermaid/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hair_mermaid/image_3.jpg']",Esthetician,Hair Styling,Transform your hair into a magical masterpiece with our expert stylist.,200,,,+212 661-343677,3.8,91
Nature Marrakech,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nature_marrakech/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nature_marrakech/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nature_marrakech/image_3.jpg']",Esthetician,Esthetician,Revitalize your skin with our all-natural beauty treatments inspired by Marrakech's vibrant nature.,200,,,· +212 666-010816,3.9,77
Nice koop,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nice_koop/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nice_koop/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/nice_koop/image_3.jpg']",Esthetician,Esthetician,Expert esthetician services for glowing skin and personalized beauty treatments.,200,CAS,Casablanca,+212 5228-75332,3.8,92
Salon Skandar,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_skandar/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_skandar/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_skandar/image_3.jpg']",Esthetician,Facial Services,Relaxing and rejuvenating skincare treatments tailored to your needs.,200,,,· +212 5222-20101,4.7,118
Saint luxe,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/saint_luxe/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/saint_luxe/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/saint_luxe/image_3.jpg']",Esthetician,Skin Care,Expert esthetician services focused on enhancing your natural beauty and rejuvenating your skin.,200,CAS,Casablanca,nan,3.9,49
La chambre à hair,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/la_chambre___hair/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/la_chambre___hair/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/la_chambre___hair/image_3.jpg']",Esthetician,Hair Salon,"Expert hair care and styling in a cozy, welcoming environment.",200,CAS,Casablanca,· +212 681-895586,4.3,11
Haute Coiffure Jean Claude François,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/haute_coiffure_jean_claude_fran_ois/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/haute_coiffure_jean_claude_fran_ois/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/haute_coiffure_jean_claude_fran_ois/image_3.jpg']",Esthetician,Hair Salon,Expert hair styling for a chic and elegant look tailored to your needs.,200,CAS,Casablanca,· +212 5222-72406,3.9,81
Coiffur Parix Maroc,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffur_parix_maroc/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffur_parix_maroc/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffur_parix_maroc/image_3.jpg']",Esthetician,Hair Salon,Expert hairstyling and beauty services for all occasions in a welcoming environment.,200,CAS,Casablanca,+212 661-601591,4.5,37
Salon 4 Saisons de Coiffure,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_4_saisons_de_coiffure/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_4_saisons_de_coiffure/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_4_saisons_de_coiffure/image_3.jpg']",Esthetician,Esthetician,"Expert esthetician services for beautiful, glowing skin all year round.",200,,,· +212 656-521801,4.5,77
Najib Claude,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/najib_claude/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/najib_claude/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/najib_claude/image_3.jpg']",Esthetician,Skincare Services,Expert esthetician offering personalized skincare treatments and beauty enhancements.,200,CAS,Casablanca,· +212 667-811732,4.7,127
Coiffeur حلاق,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_____/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_____/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_____/image_3.jpg']",Esthetician,Hair Salon,Expert hair cutting and styling for a fresh look.,200,,,nan,3.3,142
Barber 33,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_33/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_33/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_33/image_3.jpg']",Esthetician,Barber Shop,"Expert haircuts and grooming services for a fresh, stylish look.",200,,,· +212 661-579291,3.9,101
Zénith Luxury Center,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/z_nith_luxury_center/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/z_nith_luxury_center/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/z_nith_luxury_center/image_3.jpg']",Esthetician,Spa and Skincare Services,Indulge in rejuvenating skincare and luxurious beauty treatments for a radiant glow.,200,CAS,Casablanca,· +212 5222-27186,3.7,135
Salon BeBeautiful Casablanca,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_bebeautiful_casablanca/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_bebeautiful_casablanca/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_bebeautiful_casablanca/image_3.jpg']",Esthetician,Esthetician Services,Expert esthetician services delivering beauty and relaxation in a serene environment.,200,CAS,Casablanca,+212 649-882068,3.3,108
Hannan coiffure,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hannan_coiffure/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hannan_coiffure/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/hannan_coiffure/image_3.jpg']",Esthetician,Hair Salon,Expert hair styling and care from experienced professionals at Hannan coiffure.,200,,,+212 634-106210,4.8,42
Coiffeur NASSER EDDINE,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_nasser_eddine/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_nasser_eddine/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_nasser_eddine/image_3.jpg']",Esthetician,Hair Salon,Expert hair styling and grooming services for a confident look.,200,,,· +212 600-715017,3.8,122
Coiffeuse Salon de Coiffure & Esthétique,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeuse_salon_de_coiffure___esth_tique/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeuse_salon_de_coiffure___esth_tique/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeuse_salon_de_coiffure___esth_tique/image_3.jpg']",Esthetician,Beauty Salon,Expert hairstyling and beauty services for a flawless look.,200,MAR,Safi,nan,4.9,8
Coiffeuse Salon de Coiffure & Esthétique,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeuse_salon_de_coiffure___esth_tique/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeuse_salon_de_coiffure___esth_tique/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeuse_salon_de_coiffure___esth_tique/image_3.jpg']",Esthetician,Hair and Esthetics Salon,Expert hair and beauty services for a stunning transformation.,200,MAR,Safi,No reviews,4.7,123
SPA CIL,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/spa_cil/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/spa_cil/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/spa_cil/image_3.jpg']",Esthetician,Spa,Revitalize your skin with our luxurious spa treatments and expert esthetician services.,200,CAS,Casablanca,· +212 5229-46664,4.5,110
Coiffeur Homme,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_homme/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_homme/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffeur_homme/image_3.jpg']",Esthetician,Barber Shop,Expert men's haircuts and grooming services in a stylish atmosphere.,200,,,nan,3.7,38
coiffure ésthéticienne NADIA COIFFURE - Agadir,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffure__sth_ticienne_nadia_coiffure_-_agadir/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffure__sth_ticienne_nadia_coiffure_-_agadir/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/coiffure__sth_ticienne_nadia_coiffure_-_agadir/image_3.jpg']",Esthetician,Beauty Salon,Expert esthetician offering top-notch hair and beauty services in Agadir.,200,SOU,Agadir,· +212 662-059866,4.5,137
Salon coiffeur Laassal,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_coiffeur_laassal/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_coiffeur_laassal/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/salon_coiffeur_laassal/image_3.jpg']",Esthetician,Hair Salon,Expert hairstyling and beauty services tailored to enhance your look.,200,,,nan,4.1,87
Barber house maroc,"['https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_house_maroc/image_1.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_house_maroc/image_2.jpg', 'https://serrbi-main-file-bucket.s3.amazonaws.com/services/images/barber_house_maroc/image_3.jpg']",Esthetician,Barber Shop,Experienced barbers providing stylish cuts and exceptional grooming services in a welcoming environment.,200,CAS,Casablanca,· +212 663-700470,4.2,25
